ID,gender,eventNum,order,partnerID,match,int_corr,samerace,partnerAge,partnerRace,parterPrefAttractive,partnerPrefSincere,partnerPrefIntelligent,partnerPrefFun,partnerPrefAmbitious,partnerPrefSharedInterests,partnerDecision,pRatingAttractive,pRatingSincere,pRatingIntelligent,pRatingFun,pRatingAmbitious,pRatingSharedInterests,pLike,pChanceYes,pMetBefore,age,field,field_cd,race,imprace,imprelig,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1
94,1,4,6,85,0,0.3,0,30,2,20,25,15,15,15,10,0,4,1,4,1,10,1,1,3,2,28,Business (MBA),8,4,6,8,20,20,20,10,10,20,50,0,30,20,0,0,6,9,9,9,7
94,1,4,11,86,0,0.27,0,22,2,15,20,20,20,5,20,0,5,7,8,9,5,,7,5,2,28,Business (MBA),8,4,6,8,20,20,20,10,10,20,50,0,30,20,0,0,6,9,9,9,7
94,1,4,13,87,0,0.69,0,23,2,15,15,20,15,15,20,0,2,3,2,1,1,1,1,4,2,28,Business (MBA),8,4,6,8,20,20,20,10,10,20,50,0,30,20,0,0,6,9,9,9,7
94,1,4,12,88,0,0.73,0,23,2,15,15,20,15,20,15,0,1,2,10,1,10,4,2,2,2,28,Business (MBA),8,4,6,8,20,20,20,10,10,20,50,0,30,20,0,0,6,9,9,9,7
94,1,4,7,89,0,0.18,0,27,2,25,15,20,20,20,0,0,6,9,8,5,7,6,6,5,2,28,Business (MBA),8,4,6,8,20,20,20,10,10,20,50,0,30,20,0,0,6,9,9,9,7
94,1,4,8,90,0,0.37,1,23,4,15,21,18,18,10,18,0,0,5,5,0,9,0,2,0,2,28,Business (MBA),8,4,6,8,20,20,20,10,10,20,50,0,30,20,0,0,6,9,9,9,7
94,1,4,15,91,0,0.57,0,25,6,15,3,50,20,2,10,0,5,7,7,7,8,,5,3,2,28,Business (MBA),8,4,6,8,20,20,20,10,10,20,50,0,30,20,0,0,6,9,9,9,7
94,1,4,3,92,0,0.64,0,29,2,10,20,20,20,20,10,0,4,3,9,3,8,5,3,3,2,28,Business (MBA),8,4,6,8,20,20,20,10,10,20,50,0,30,20,0,0,6,9,9,9,7
94,1,4,4,93,0,0.27,0,29,2,14,20,18,24,18,6,0,6,6,7,7,8,6,7,5,2,28,Business (MBA),8,4,6,8,20,20,20,10,10,20,50,0,30,20,0,0,6,9,9,9,7
95,1,4,11,76,0,-0.18,1,34,2,10,10,30,20,10,20,0,4,5,5,4,6,,2,2,2,26,Business,8,2,7,5,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7
95,1,4,16,77,0,-0.2,1,22,2,15,20,20,20,15,10,0,4,6,6,6,5,7,4,6,2,26,Business,8,2,7,5,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7
95,1,4,4,78,0,-0.16,0,23,3,10,25,20,10,20,15,0,2,4,9,4,9,6,5,1,2,26,Business,8,2,7,5,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7
95,1,4,3,79,0,-0.04,0,26,4,10,20,15,20,20,15,0,5,6,6,5,5,4,5,5,2,26,Business,8,2,7,5,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7
95,1,4,2,80,0,0.31,0,27,4,10,20,20,10,20,20,0,7,9,9,8,9,8,8,8,2,26,Business,8,2,7,5,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7
95,1,4,7,81,0,-0.21,1,28,2,10,10,20,20,20,20,0,3,7,7,5,7,6,6,8,2,26,Business,8,2,7,5,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7
95,1,4,12,82,0,-0.25,0,25,6,20,20,20,20,10,10,0,4,8,7,5,7,4,6,7,2,26,Business,8,2,7,5,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7
95,1,4,18,83,0,0.03,0,35,3,10,32,20,12,11,15,0,5,6,8,7,8,8,6,4,2,26,Business,8,2,7,5,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7
95,1,4,1,84,0,-0.03,0,32,3,30,30,30,5,0,5,0,5,8,7,5,5,4,6,6,2,26,Business,8,2,7,5,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7
95,1,4,8,85,0,-0.37,1,30,2,20,25,15,15,15,10,0,5,6,7,5,6,2,4,5,2,26,Business,8,2,7,5,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7
95,1,4,13,86,0,0.3,1,22,2,15,20,20,20,5,20,0,6,8,6,7,7,6,6,6,2,26,Business,8,2,7,5,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7
95,1,4,15,87,0,0.21,1,23,2,15,15,20,15,15,20,0,2,2,2,2,2,1,1,5,2,26,Business,8,2,7,5,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7
95,1,4,14,88,0,0.3,1,23,2,15,15,20,15,20,15,0,2,10,10,2,10,5,4,8,2,26,Business,8,2,7,5,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7
95,1,4,9,89,0,-0.31,1,27,2,25,15,20,20,20,0,0,6,9,8,7,7,6,6,5,2,26,Business,8,2,7,5,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7
95,1,4,10,90,0,0.32,0,23,4,15,21,18,18,10,18,1,8,8,7,8,6,4,8,3,2,26,Business,8,2,7,5,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7
95,1,4,17,91,0,-0.12,0,25,6,15,3,50,20,2,10,0,5,6,6,6,7,,4,5,2,26,Business,8,2,7,5,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7
95,1,4,5,92,0,-0.23,1,29,2,10,20,20,20,20,10,0,4,8,9,4,8,3,4,5,2,26,Business,8,2,7,5,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7
95,1,4,6,93,1,-0.57,1,29,2,14,20,18,24,18,6,1,7,8,7,7,7,7,8,6,2,26,Business,8,2,7,5,18,18,18,19,13,14,16,15,19,23,14,13,7,9,8,10,7
96,1,4,17,76,0,0.65,0,34,2,10,10,30,20,10,20,0,2,10,4,4,4,,2,2,2,26,Computer Science,5,3,3,6,10,20,20,22,6,22,20,25,15,20,10,10,7,9,9,9,9
96,1,4,4,77,0,0.28,0,22,2,15,20,20,20,15,10,0,4,6,7,4,6,2,4,1,2,26,Computer Science,5,3,3,6,10,20,20,22,6,22,20,25,15,20,10,10,7,9,9,9,9
96,1,4,10,78,0,0.55,1,23,3,10,25,20,10,20,15,0,2,5,9,2,9,2,7,2,2,26,Computer Science,5,3,3,6,10,20,20,22,6,22,20,25,15,20,10,10,7,9,9,9,9
96,1,4,9,79,0,0.49,0,26,4,10,20,15,20,20,15,0,7,7,7,5,5,5,7,5,1,26,Computer Science,5,3,3,6,10,20,20,22,6,22,20,25,15,20,10,10,7,9,9,9,9
96,1,4,8,80,0,-0.36,0,27,4,10,20,20,10,20,20,0,6,7,8,7,8,7,7,8,2,26,Computer Science,5,3,3,6,10,20,20,22,6,22,20,25,15,20,10,10,7,9,9,9,9
96,1,4,13,81,0,0.37,0,28,2,10,10,20,20,20,20,0,2,6,8,4,7,4,5,6,2,26,Computer Science,5,3,3,6,10,20,20,22,6,22,20,25,15,20,10,10,7,9,9,9,9
96,1,4,18,82,0,0.56,0,25,6,20,20,20,20,10,10,0,5,10,8,8,9,7,8,8,2,26,Computer Science,5,3,3,6,10,20,20,22,6,22,20,25,15,20,10,10,7,9,9,9,9
96,1,4,6,83,0,0.32,1,35,3,10,32,20,12,11,15,0,4,8,8,5,7,6,5,2,2,26,Computer Science,5,3,3,6,10,20,20,22,6,22,20,25,15,20,10,10,7,9,9,9,9
96,1,4,7,84,0,0.44,1,32,3,30,30,30,5,0,5,0,5,8,8,6,6,5,6,4,2,26,Computer Science,5,3,3,6,10,20,20,22,6,22,20,25,15,20,10,10,7,9,9,9,9
96,1,4,14,85,0,0.71,0,30,2,20,25,15,15,15,10,0,5,5,6,6,6,2,3,3,2,26,Computer Science,5,3,3,6,10,20,20,22,6,22,20,25,15,20,10,10,7,9,9,9,9
96,1,4,1,86,0,0.11,0,22,2,15,20,20,20,5,20,0,6,7,7,4,,,5,5,2,26,Computer Science,5,3,3,6,10,20,20,22,6,22,20,25,15,20,10,10,7,9,9,9,9
96,1,4,3,87,0,0.16,0,23,2,15,15,20,15,15,20,0,3,6,6,5,7,4,1,7,2,26,Computer Science,5,3,3,6,10,20,20,22,6,22,20,25,15,20,10,10,7,9,9,9,9
96,1,4,2,88,0,-0.06,0,23,2,15,15,20,15,20,15,0,3,7,9,2,10,3,3,5,2,26,Computer Science,5,3,3,6,10,20,20,22,6,22,20,25,15,20,10,10,7,9,9,9,9
96,1,4,15,89,0,0.64,0,27,2,25,15,20,20,20,0,0,6,10,9,7,8,6,8,5,2,26,Computer Science,5,3,3,6,10,20,20,22,6,22,20,25,15,20,10,10,7,9,9,9,9
96,1,4,16,90,0,0.13,0,23,4,15,21,18,18,10,18,0,5,5,6,5,6,7,6,0,2,26,Computer Science,5,3,3,6,10,20,20,22,6,22,20,25,15,20,10,10,7,9,9,9,9
96,1,4,5,91,0,0.28,0,25,6,15,3,50,20,2,10,0,4,6,6,6,6,5,5,2,2,26,Computer Science,5,3,3,6,10,20,20,22,6,22,20,25,15,20,10,10,7,9,9,9,9
96,1,4,11,92,0,0.56,0,29,2,10,20,20,20,20,10,0,3,9,10,6,9,5,6,7,2,26,Computer Science,5,3,3,6,10,20,20,22,6,22,20,25,15,20,10,10,7,9,9,9,9
96,1,4,12,93,0,0.55,0,29,2,14,20,18,24,18,6,0,7,7,7,6,6,6,6,4,2,26,Computer Science,5,3,3,6,10,20,20,22,6,22,20,25,15,20,10,10,7,9,9,9,9
97,1,4,5,76,0,0.08,1,34,2,10,10,30,20,10,20,1,10,8,10,8,,,10,7,2,29,Climate-Earth and Environ. Science,10,2,4,1,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6
97,1,4,10,77,1,-0.05,1,22,2,15,20,20,20,15,10,1,6,5,6,7,6,7,6,4,2,29,Climate-Earth and Environ. Science,10,2,4,1,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6
97,1,4,16,78,0,0.14,0,23,3,10,25,20,10,20,15,0,9,5,9,,,2,4,1,2,29,Climate-Earth and Environ. Science,10,2,4,1,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6
97,1,4,15,79,0,-0.27,0,26,4,10,20,15,20,20,15,1,7,7,7,7,7,7,7,5,2,29,Climate-Earth and Environ. Science,10,2,4,1,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6
97,1,4,14,80,0,0.23,0,27,4,10,20,20,10,20,20,1,8,8,8,8,,8,8,7,2,29,Climate-Earth and Environ. Science,10,2,4,1,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6
97,1,4,1,81,0,-0.04,1,28,2,10,10,20,20,20,20,0,8,8,9,8,7,6,6,5,2,29,Climate-Earth and Environ. Science,10,2,4,1,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6
97,1,4,6,82,0,0.1,0,25,6,20,20,20,20,10,10,0,8,9,10,7,8,8,7,7,2,29,Climate-Earth and Environ. Science,10,2,4,1,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6
97,1,4,12,83,0,0.04,0,35,3,10,32,20,12,11,15,0,8,6,7,7,7,6,5,4,2,29,Climate-Earth and Environ. Science,10,2,4,1,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6
97,1,4,13,84,0,0.14,0,32,3,30,30,30,5,0,5,0,4,6,7,4,7,3,4,3,2,29,Climate-Earth and Environ. Science,10,2,4,1,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6
97,1,4,2,85,0,0.01,1,30,2,20,25,15,15,15,10,1,7,8,7,7,5,4,7,7,2,29,Climate-Earth and Environ. Science,10,2,4,1,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6
97,1,4,7,86,1,-0.07,1,22,2,15,20,20,20,5,20,1,7,7,7,7,7,6,7,5,2,29,Climate-Earth and Environ. Science,10,2,4,1,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6
97,1,4,9,87,0,0.55,1,23,2,15,15,20,15,15,20,0,3,4,6,6,7,3,3,6,2,29,Climate-Earth and Environ. Science,10,2,4,1,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6
97,1,4,8,88,0,0.53,1,23,2,15,15,20,15,20,15,0,6,7,10,7,10,7,6,5,2,29,Climate-Earth and Environ. Science,10,2,4,1,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6
97,1,4,3,89,0,-0.29,1,27,2,25,15,20,20,20,0,0,7,9,9,8,9,5,2,5,2,29,Climate-Earth and Environ. Science,10,2,4,1,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6
97,1,4,4,90,0,0.38,0,23,4,15,21,18,18,10,18,1,7,6,8,7,7,5,7,3,2,29,Climate-Earth and Environ. Science,10,2,4,1,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6
97,1,4,11,91,1,-0.2,0,25,6,15,3,50,20,2,10,1,6,7,8,6,7,,6,2,2,29,Climate-Earth and Environ. Science,10,2,4,1,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6
97,1,4,17,92,1,0.17,1,29,2,10,20,20,20,20,10,1,10,10,10,8,9,10,9,8,2,29,Climate-Earth and Environ. Science,10,2,4,1,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6
97,1,4,18,93,1,-0.37,1,29,2,14,20,18,24,18,6,1,8,7,8,8,,,8,6,2,29,Climate-Earth and Environ. Science,10,2,4,1,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6
98,1,4,14,76,0,0.24,1,34,2,10,10,30,20,10,20,0,2,10,5,2,,,2,2,2,39,Social Work,11,2,1,1,40,20,15,20,0,5,30,14,14,14,14,14,8,8,8,8,8
98,1,4,1,77,1,0.16,1,22,2,15,20,20,20,15,10,1,8,9,9,6,7,5,8,5,2,39,Social Work,11,2,1,1,40,20,15,20,0,5,30,14,14,14,14,14,8,8,8,8,8
98,1,4,7,78,0,0.29,0,23,3,10,25,20,10,20,15,0,7,9,9,2,9,2,7,2,2,39,Social Work,11,2,1,1,40,20,15,20,0,5,30,14,14,14,14,14,8,8,8,8,8
98,1,4,6,79,0,0.13,0,26,4,10,20,15,20,20,15,0,2,2,2,2,2,2,2,2,2,39,Social Work,11,2,1,1,40,20,15,20,0,5,30,14,14,14,14,14,8,8,8,8,8
98,1,4,5,80,0,0.25,0,27,4,10,20,20,10,20,20,0,6,7,7,6,6,5,6,6,,39,Social Work,11,2,1,1,40,20,15,20,0,5,30,14,14,14,14,14,8,8,8,8,8
98,1,4,10,81,0,0.22,1,28,2,10,10,20,20,20,20,0,7,6,6,4,6,3,5,2,2,39,Social Work,11,2,1,1,40,20,15,20,0,5,30,14,14,14,14,14,8,8,8,8,8
98,1,4,15,82,0,0.2,0,25,6,20,20,20,20,10,10,0,7,10,7,7,8,6,9,7,2,39,Social Work,11,2,1,1,40,20,15,20,0,5,30,14,14,14,14,14,8,8,8,8,8
98,1,4,3,83,0,0.26,0,35,3,10,32,20,12,11,15,0,5,6,7,4,5,4,5,2,2,39,Social Work,11,2,1,1,40,20,15,20,0,5,30,14,14,14,14,14,8,8,8,8,8
98,1,4,4,84,0,0.45,0,32,3,30,30,30,5,0,5,0,5,8,5,2,2,2,4,6,2,39,Social Work,11,2,1,1,40,20,15,20,0,5,30,14,14,14,14,14,8,8,8,8,8
98,1,4,11,85,0,0.07,1,30,2,20,25,15,15,15,10,0,8,8,8,1,1,1,3,4,2,39,Social Work,11,2,1,1,40,20,15,20,0,5,30,14,14,14,14,14,8,8,8,8,8
98,1,4,16,86,0,0.13,1,22,2,15,20,20,20,5,20,0,7,8,7,5,5,5,6,5,2,39,Social Work,11,2,1,1,40,20,15,20,0,5,30,14,14,14,14,14,8,8,8,8,8
98,1,4,18,87,0,0.67,1,23,2,15,15,20,15,15,20,0,2,8,8,5,9,7,7,4,2,39,Social Work,11,2,1,1,40,20,15,20,0,5,30,14,14,14,14,14,8,8,8,8,8
98,1,4,17,88,0,0.43,1,23,2,15,15,20,15,20,15,0,3,10,10,3,10,10,6,8,2,39,Social Work,11,2,1,1,40,20,15,20,0,5,30,14,14,14,14,14,8,8,8,8,8
98,1,4,12,89,0,0,1,27,2,25,15,20,20,20,0,0,6,9,7,6,7,5,5,5,2,39,Social Work,11,2,1,1,40,20,15,20,0,5,30,14,14,14,14,14,8,8,8,8,8
98,1,4,13,90,0,0.26,0,23,4,15,21,18,18,10,18,0,6,6,6,5,4,3,5,0,2,39,Social Work,11,2,1,1,40,20,15,20,0,5,30,14,14,14,14,14,8,8,8,8,8
98,1,4,2,91,0,0.11,0,25,6,15,3,50,20,2,10,0,6,9,8,5,8,3,6,2,2,39,Social Work,11,2,1,1,40,20,15,20,0,5,30,14,14,14,14,14,8,8,8,8,8
98,1,4,8,92,1,0.41,1,29,2,10,20,20,20,20,10,1,8,7,8,3,8,6,7,7,2,39,Social Work,11,2,1,1,40,20,15,20,0,5,30,14,14,14,14,14,8,8,8,8,8
98,1,4,9,93,0,-0.16,1,29,2,14,20,18,24,18,6,0,6,6,6,6,6,5,6,4,2,39,Social Work,11,2,1,1,40,20,15,20,0,5,30,14,14,14,14,14,8,8,8,8,8
99,1,4,2,76,0,0.71,1,34,2,10,10,30,20,10,20,1,6,8,8,6,8,,2,2,2,28,Law,1,2,1,1,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8
99,1,4,7,77,1,0.55,1,22,2,15,20,20,20,15,10,1,10,7,8,7,9,9,10,5,2,28,Law,1,2,1,1,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8
99,1,4,13,78,0,0.43,0,23,3,10,25,20,10,20,15,1,7,9,9,9,,9,8,2,2,28,Law,1,2,1,1,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8
99,1,4,12,79,0,0.9,0,26,4,10,20,15,20,20,15,0,7,7,7,7,7,7,7,5,2,28,Law,1,2,1,1,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8
99,1,4,11,80,0,0.14,0,27,4,10,20,20,10,20,20,1,8,8,8,8,7,7,7,2,2,28,Law,1,2,1,1,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8
99,1,4,16,81,1,0.61,1,28,2,10,10,20,20,20,20,1,8,8,8,7,9,8,9,7,2,28,Law,1,2,1,1,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8
99,1,4,3,82,1,0.66,0,25,6,20,20,20,20,10,10,1,8,8,10,10,10,10,9,8,2,28,Law,1,2,1,1,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8
99,1,4,9,83,1,0.79,0,35,3,10,32,20,12,11,15,1,8,7,8,8,8,7,7,4,2,28,Law,1,2,1,1,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8
99,1,4,10,84,0,0.67,0,32,3,30,30,30,5,0,5,1,7,5,6,7,5,7,7,5,2,28,Law,1,2,1,1,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8
99,1,4,17,85,0,0.5,1,30,2,20,25,15,15,15,10,1,8,7,7,6,6,5,7,6,2,28,Law,1,2,1,1,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8
99,1,4,4,86,0,0.8,1,22,2,15,20,20,20,5,20,1,7,6,6,5,5,5,6,5,2,28,Law,1,2,1,1,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8
99,1,4,6,87,1,0.24,1,23,2,15,15,20,15,15,20,1,8,8,7,7,8,7,6,8,2,28,Law,1,2,1,1,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8
99,1,4,5,88,0,0.08,1,23,2,15,15,20,15,20,15,1,8,10,10,8,10,8,10,8,2,28,Law,1,2,1,1,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8
99,1,4,18,89,1,0.64,1,27,2,25,15,20,20,20,0,1,9,9,9,9,9,9,9,10,2,28,Law,1,2,1,1,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8
99,1,4,1,90,0,0.02,0,23,4,15,21,18,18,10,18,1,7,8,7,6,5,4,7,4,2,28,Law,1,2,1,1,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8
99,1,4,8,91,1,0.6,0,25,6,15,3,50,20,2,10,1,8,7,8,8,8,,8,6,1,28,Law,1,2,1,1,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8
99,1,4,14,92,1,0.59,1,29,2,10,20,20,20,20,10,1,10,10,9,10,9,9,9,9,2,28,Law,1,2,1,1,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8
99,1,4,15,93,0,0.37,1,29,2,14,20,18,24,18,6,1,7,6,7,7,7,6,7,,2,28,Law,1,2,1,1,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8
100,1,4,15,76,0,0.51,0,34,2,10,10,30,20,10,20,0,1,10,,,,,1,1,2,30,Business,8,6,8,9,20,25,25,15,5,10,20,15,20,15,15,15,7,8,8,9,6
100,1,4,2,77,0,0.45,0,22,2,15,20,20,20,15,10,0,4,6,6,4,,,4,7,2,30,Business,8,6,8,9,20,25,25,15,5,10,20,15,20,15,15,15,7,8,8,9,6
100,1,4,8,78,0,0.38,0,23,3,10,25,20,10,20,15,0,2,9,9,4,,,5,1,2,30,Business,8,6,8,9,20,25,25,15,5,10,20,15,20,15,15,15,7,8,8,9,6
100,1,4,7,79,0,0.56,0,26,4,10,20,15,20,20,15,0,4,6,6,6,6,4,5,5,2,30,Business,8,6,8,9,20,25,25,15,5,10,20,15,20,15,15,15,7,8,8,9,6
100,1,4,6,80,0,0.54,0,27,4,10,20,20,10,20,20,0,6,8,8,7,8,7,7,7,2,30,Business,8,6,8,9,20,25,25,15,5,10,20,15,20,15,15,15,7,8,8,9,6
100,1,4,11,81,0,0.65,0,28,2,10,10,20,20,20,20,0,3,8,8,6,7,5,7,8,2,30,Business,8,6,8,9,20,25,25,15,5,10,20,15,20,15,15,15,7,8,8,9,6
100,1,4,16,82,0,0.43,1,25,6,20,20,20,20,10,10,1,5,10,10,9,10,8,9,8,2,30,Business,8,6,8,9,20,25,25,15,5,10,20,15,20,15,15,15,7,8,8,9,6
100,1,4,4,83,0,0.58,0,35,3,10,32,20,12,11,15,0,4,8,7,4,5,3,4,2,2,30,Business,8,6,8,9,20,25,25,15,5,10,20,15,20,15,15,15,7,8,8,9,6
100,1,4,5,84,0,0.62,0,32,3,30,30,30,5,0,5,0,2,5,7,4,7,5,3,4,2,30,Business,8,6,8,9,20,25,25,15,5,10,20,15,20,15,15,15,7,8,8,9,6
100,1,4,12,85,0,0.32,0,30,2,20,25,15,15,15,10,0,5,8,8,5,8,3,7,6,2,30,Business,8,6,8,9,20,25,25,15,5,10,20,15,20,15,15,15,7,8,8,9,6
100,1,4,17,86,1,0.32,0,22,2,15,20,20,20,5,20,1,7,6,6,5,5,5,6,5,2,30,Business,8,6,8,9,20,25,25,15,5,10,20,15,20,15,15,15,7,8,8,9,6
100,1,4,1,87,0,0.38,0,23,2,15,15,20,15,15,20,0,3,10,9,5,9,5,4,9,2,30,Business,8,6,8,9,20,25,25,15,5,10,20,15,20,15,15,15,7,8,8,9,6
100,1,4,18,88,0,0.54,0,23,2,15,15,20,15,20,15,0,4,10,10,6,10,9,7,8,2,30,Business,8,6,8,9,20,25,25,15,5,10,20,15,20,15,15,15,7,8,8,9,6
100,1,4,13,89,0,0.13,0,27,2,25,15,20,20,20,0,1,8,9,10,10,9,9,10,10,2,30,Business,8,6,8,9,20,25,25,15,5,10,20,15,20,15,15,15,7,8,8,9,6
100,1,4,14,90,0,0.31,0,23,4,15,21,18,18,10,18,1,5,8,8,6,7,4,6,1,2,30,Business,8,6,8,9,20,25,25,15,5,10,20,15,20,15,15,15,7,8,8,9,6
100,1,4,3,91,0,0.43,1,25,6,15,3,50,20,2,10,0,6,7,8,7,7,,6,2,2,30,Business,8,6,8,9,20,25,25,15,5,10,20,15,20,15,15,15,7,8,8,9,6
100,1,4,9,92,0,0.54,0,29,2,10,20,20,20,20,10,0,6,8,9,4,9,5,6,6,2,30,Business,8,6,8,9,20,25,25,15,5,10,20,15,20,15,15,15,7,8,8,9,6
100,1,4,10,93,1,0.17,0,29,2,14,20,18,24,18,6,1,7,7,7,7,7,7,7.5,6,2,30,Business,8,6,8,9,20,25,25,15,5,10,20,15,20,15,15,15,7,8,8,9,6
101,1,4,18,76,0,0.15,0,34,2,10,10,30,20,10,20,0,1,10,5,,,,2,2,,22,financial math,8,4,3,2,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9
101,1,4,5,77,0,-0.21,0,22,2,15,20,20,20,15,10,0,3,5,6,3,,2,3,6,2,22,financial math,8,4,3,2,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9
101,1,4,11,78,0,-0.13,0,23,3,10,25,20,10,20,15,0,2,9,9,2,9,2,5,2,2,22,financial math,8,4,3,2,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9
101,1,4,10,79,0,0.35,1,26,4,10,20,15,20,20,15,0,4,6,6,5,5,5,5,5,2,22,financial math,8,4,3,2,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9
101,1,4,9,80,0,-0.35,1,27,4,10,20,20,10,20,20,0,6,8,7,6,8,6,7,8,2,22,financial math,8,4,3,2,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9
101,1,4,14,81,0,0.04,0,28,2,10,10,20,20,20,20,0,3,8,9,2,9,2,4,3,2,22,financial math,8,4,3,2,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9
101,1,4,1,82,0,0.19,0,25,6,20,20,20,20,10,10,0,5,10,10,8,8,7,9,8,2,22,financial math,8,4,3,2,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9
101,1,4,7,83,0,0.17,0,35,3,10,32,20,12,11,15,0,5,8,8,7,8,6,7,3,2,22,financial math,8,4,3,2,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9
101,1,4,8,84,0,0.17,0,32,3,30,30,30,5,0,5,0,3,7,7,2,2,5,4,5,2,22,financial math,8,4,3,2,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9
101,1,4,15,85,0,0.18,0,30,2,20,25,15,15,15,10,0,4,7,9,4,8,3,3,4,2,22,financial math,8,4,3,2,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9
101,1,4,2,86,0,-0.13,0,22,2,15,20,20,20,5,20,0,6,7,7,5,7,4,6,6,2,22,financial math,8,4,3,2,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9
101,1,4,4,87,0,-0.16,0,23,2,15,15,20,15,15,20,0,1,3,4,2,4,1,1,7,2,22,financial math,8,4,3,2,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9
101,1,4,3,88,0,-0.46,0,23,2,15,15,20,15,20,15,0,3,10,10,3,10,2,3,4,2,22,financial math,8,4,3,2,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9
101,1,4,16,89,0,0.31,0,27,2,25,15,20,20,20,0,0,5,9,8,6,6,6,5,5,2,22,financial math,8,4,3,2,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9
101,1,4,17,90,0,0.08,1,23,4,15,21,18,18,10,18,0,4,8,8,4,5,4,4,1,2,22,financial math,8,4,3,2,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9
