"","ID","gender","matchPercent","pRateAttr","pRateSincere","pRateIntell","pRateFun","pRateAmb","pRateShared","pApproval","pLikePercent","importanceRace","importanceReligion","wantsAttr","wantsSincere","wantsIntell","wantsFun","wantsAmb","wantsShared","otherGenderWantsAttr","otherGenderWantsIntell","otherGenderWantsFun","otherGenderWantsAmb","otherGenderWantsShared","selfRateAttr","selfRateSincere","selfRateIntell","selfRateFun","selfRateAmb","sameGenderWantsAttr","sameGenderWantsSincere","sameGenderWantsIntell","sameGenderWantsFun","sameGenderWantsAmb","sameGenderWantsShared"
"115",115,0,0.333333333333333,7.22222222222222,6.33333333333333,6.55555555555556,7.22222222222222,6.44444444444444,6.88888888888889,0.555555555555556,7,10,7,20,10,30,20,15,5,40,20,20,0,10,8,7,9,8,8,NA,NA,NA,NA,NA,NA
"116",116,0,0.333333333333333,6.66666666666667,6.77777777777778,6.33333333333333,6.11111111111111,6.11111111111111,6,0.555555555555556,6.44444444444444,4,1,15,15,25,25,20,0,30,10,30,5,20,8,9,9,8,9,NA,NA,NA,NA,NA,NA
"117",117,0,0.111111111111111,7.77777777777778,7.22222222222222,7.44444444444444,7.44444444444444,7.44444444444444,7,0.555555555555556,7.66666666666667,8,10,20,10,20,20,20,10,20,15,20,15,20,8,7,8,8,8,NA,NA,NA,NA,NA,NA
"118",119,0,0.444444444444444,7.66666666666667,7.33333333333333,6.66666666666667,6.44444444444444,6.44444444444444,5.88888888888889,0.777777777777778,7.11111111111111,5,2,50,15,10,10,10,5,70,5,10,5,5,8,10,10,10,10,NA,NA,NA,NA,NA,NA
"119",120,0,0.4,7.8,6.6,7.5,7.3,6.9,6.2,0.7,7.2,1,4,10,10,35,35,8,2,50,20,20,2,7,6,8,8,8,9,NA,NA,NA,NA,NA,NA
"120",121,0,0,4.8,6.5,7.2,4.8,5.4,4,0.2,4.5,8,1,35,15,5,30,15,0,60,0,20,0,15,2,9,7,9,9,NA,NA,NA,NA,NA,NA
"121",122,1,0.375,8.375,8.875,8.625,8.875,7.625,7.5,0.875,8.125,1,1,40,15,10,20,5,10,50,10,10,10,10,7,10,8,8,8,NA,NA,NA,NA,NA,NA
"122",123,1,0,6.375,9,7.25,5.5,6.625,4.375,0.375,6,3,5,50,10,20,5,5,10,20,10,5,5,10,8,7,7,7,8,NA,NA,NA,NA,NA,NA
"123",124,1,0,3.75,5.25,6.75,2.625,8.5,1.375,0,2.125,1,1,40,10,10,10,10,20,20,10,10,20,10,8,8,10,10,10,NA,NA,NA,NA,NA,NA
"124",125,1,0.777777777777778,8,8.33333333333333,8.55555555555556,8.44444444444444,8.22222222222222,6.77777777777778,0.888888888888889,8,3,1,20,15,20,15,12,18,25,15,15,15,20,9,6,9,10,10,NA,NA,NA,NA,NA,NA
"125",126,1,0.25,6.25,8.5,8.625,6.75,8.125,6.375,0.375,7.375,7,5,25,40,15,10,5,5,20,15,20,15,10,9,10,9,9,9,NA,NA,NA,NA,NA,NA
"126",127,1,0.444444444444444,7.33333333333333,5.88888888888889,6.11111111111111,6.11111111111111,6.11111111111111,5.11111111111111,0.555555555555556,5.66666666666667,1,1,25,25,25,15,5,5,20,20,20,10,10,8,8,9,9,8,NA,NA,NA,NA,NA,NA
"127",128,1,0.625,7.875,8.625,8.125,6.875,6.625,5,0.75,7.5,3,1,40,15,10,20,10,5,25,20,20,10,10,8,7,8,7,7,NA,NA,NA,NA,NA,NA
"128",129,1,0.25,6.125,7.75,5.875,6.625,7.25,5.25,0.25,6.25,1,1,40,20,20,20,NA,NA,40,10,10,10,10,8,8,8,8,8,NA,NA,NA,NA,NA,NA
"129",130,1,0.125,7.5,8.75,7.625,6.25,6.75,4.875,0.75,7.125,4,1,80,10,10,NA,NA,NA,60,10,10,NA,NA,5,6,6,6,6,NA,NA,NA,NA,NA,NA
"130",131,1,0,4.83333333333333,8,6.83333333333333,4.33333333333333,6.33333333333333,1.5,0.166666666666667,4.83333333333333,4,1,25,10,20,20,10,15,30,20,20,10,10,4,6,6,4,6,NA,NA,NA,NA,NA,NA
"131",234,0,0,5.6,8.2,7.2,7,6.8,4.6,0.4,6,1,5,20,20,20,10,10,20,75,1,3,10,10,7,7,8,8,10,10,20,20,20,15,15
"132",235,0,0.166666666666667,8.16666666666667,8,7,7.66666666666667,5.5,5,0.833333333333333,7.5,3,1,15,15,20,20,20,10,25,10,25,10,20,6,9,8,9,9,20,15,10,25,10,20
"133",236,0,0,6.33333333333333,7.16666666666667,7.16666666666667,4.5,5.5,3.66666666666667,0.166666666666667,5.33333333333333,3,3,15,20,15,20,15,15,30,10,30,10,10,7,9,8,10,8,25,15,15,20,15,10
"134",237,0,0.2,5,7.6,7.8,5.8,6,3.8,0.4,4.6,10,1,10,20,20,20,20,10,30,15,30,10,10,8,10,8,7,8,30,10,10,30,10,10
"135",238,0,0.285714285714286,6.85714285714286,7.85714285714286,7.28571428571429,7,7,6,0.571428571428571,6.85714285714286,3,5,15,20,20,15,15,15,50,10,25,0,5,10,9,9,10,8,40,10,25,10,10,5
"136",239,0,0.166666666666667,5.66666666666667,7.66666666666667,7.33333333333333,5.16666666666667,4.83333333333333,4.5,0.333333333333333,5.66666666666667,6,6,10,25,20,20,5,20,20,15,20,10,15,7,9,9,7,4,20,15,15,15,20,15
"137",240,0,0.142857142857143,6.71428571428571,7,7,8.28571428571429,7,5.28571428571429,0.857142857142857,6.85714285714286,1,1,10,30,30,10,10,10,40,10,25,10,10,3,8,3,5,6,40,5,10,25,10,10
"138",241,0,0.333333333333333,6.33333333333333,8.16666666666667,7.16666666666667,7.66666666666667,7.16666666666667,6,1,7.16666666666667,1,1,90,2,2,2,2,2,90,2,3,0,5,8,10,8,8,8,15,35,15,10,10,15
"139",242,0,0.5,8,7.375,7.5,7.125,6,6,0.75,7.25,3,3,20,20,25,20,5,10,30,20,25,5,10,7,9,8,7,4,25,15,20,25,5,10
"140",243,1,0.333333333333333,5.66666666666667,6.55555555555556,7.44444444444444,5.66666666666667,5.44444444444444,5.22222222222222,0.777777777777778,6,2,3,20,20,20,25,5,10,20,15,20,10,10,7,9,9,8,5,25,20,15,20,5,15
"141",244,1,0.111111111111111,6.33333333333333,7.22222222222222,7,6.66666666666667,7.77777777777778,6.11111111111111,0.666666666666667,6.66666666666667,8,9,20,20,20,10,10,20,20,10,20,20,10,7,10,10,7,10,40,10,10,30,5,5
"142",245,1,0.125,4.625,6.125,8.5,5.5,7,5.625,0.25,5.75,1,6,18,10,30,10,10,22,25,11,18,20,15,5,7,8,6,7,30,10,12,18,15,15
"143",246,1,0,4.125,7.375,6.25,5.375,5.75,4.375,0,5.125,7,1,35,20,10,20,10,5,40,5,30,15,5,7,8,7,6,6,45,5,5,30,5,10
"144",247,1,0,4.125,7.75,7.375,5,6,4,0,5.125,1,1,20,30,10,15,0,25,30,20,23,5,10,5,10,8,2,4,35,20,5,25,0,15
"145",248,1,0.333333333333333,7,6,6.66666666666667,7.66666666666667,7.66666666666667,5.44444444444444,0.777777777777778,7,1,1,25,15,20,20,15,5,20,15,25,20,5,5,6,8,8,8,35,5,15,30,5,10
"146",249,1,0,4.375,7,7.375,5.5,7.625,4.75,0,5.125,2,7,22,22,15,15,5,21,15,25,10,25,10,7,9,10,7,7,35,15,5,25,5,20
"147",250,1,0.555555555555556,6.77777777777778,6.66666666666667,8,6.88888888888889,8.44444444444444,7.66666666666667,0.888888888888889,6.88888888888889,1,1,20,20,20,20,10,10,20,20,20,10,10,10,9,10,9,10,30,20,10,20,5,15
"148",251,1,0.142857142857143,5.14285714285714,6.85714285714286,7.28571428571429,5.85714285714286,5.85714285714286,5.42857142857143,0.142857142857143,5.85714285714286,2,2,19,19,19,19,19,5,13,30,15,15,7,8,10,10,9,9,30,10,30,10,10,10
"149",252,0,0.117647058823529,6.73529411764706,7.82352941176471,7.23529411764706,7.23529411764706,6.82352941176471,5.76470588235294,0.588235294117647,6.44117647058824,1,1,0,25,25,25,25,0,20,20,20,20,15,9,9,9,9,10,30,20,10,30,0,10
"150",253,0,0.125,3.625,6.25,6.75,4.6875,5.9375,4.5,0.3125,4.59375,1,1,25,30,10,10,5,20,40,5,20,5,20,8,10,8,9,7,30,20,10,25,5,20
"151",254,0,0,5.88888888888889,7.27777777777778,7.88888888888889,6.38888888888889,6.66666666666667,5.5,0.5,6.05555555555556,8,3,25,7,25,25,8,10,30,10,25,10,10,8,7,10,8,8,25,10,15,15,15,20
"152",255,0,0,5.55555555555556,6.16666666666667,6,4.88888888888889,5.44444444444444,5.05555555555556,0.333333333333333,5.05555555555556,3,1,16.67,16.67,16.67,16.67,16.67,16.67,50,10,10,10,10,6,8,7,6,6,50,10,10,10,10,10
"153",256,0,0.176470588235294,6.70588235294118,7.23529411764706,7.58823529411765,6.35294117647059,6.82352941176471,5.88235294117647,0.823529411764706,6.29411764705882,6,5,15,25,20,20,10,10,30,20,25,5,10,6,9,8,6,6,20,15,15,20,10,20
"154",257,0,0,6.94117647058824,7.17647058823529,6.76470588235294,6.47058823529412,6.58823529411765,6.05882352941176,0.588235294117647,6.41176470588235,5,6,22,14,30,10,14,10,50,10,10,10,10,7,9,9,7,10,50,10,10,10,10,10
"155",258,0,0.294117647058824,6.88235294117647,7.29411764705882,7.11764705882353,6.70588235294118,6.52941176470588,5.47058823529412,0.647058823529412,6.85294117647059,1,10,7,35,20,20,5,13,50,9,17,5,11,6,10,9,8,5,18,13,14,10,33,12
"156",259,0,0,6.5,6,7.4375,5.6875,6.8125,5.875,0.3125,5.625,2,2,15,18,19,19,17,12,17,16,18,13,18,7,9,8,8,9,15,17,16,18,17,17
"157",260,0,0.277777777777778,5.44444444444444,6.83333333333333,7.5,5.88888888888889,6.83333333333333,5.66666666666667,0.5,6.16666666666667,4,4,19,20,19,14,13,15,19,19,14,13,15,6,9,9,7,6,25,10,20,20,15,10
"158",261,0,0.235294117647059,5.05882352941176,6.17647058823529,7.11764705882353,5.41176470588235,5.76470588235294,5.17647058823529,0.352941176470588,5.41176470588235,1,4,15,20,20,20,15,10,45,10,20,5,10,5,8,7,7,8,30,15,15,20,10,10
"159",262,0,0,5.33333333333333,7.5,7.66666666666667,5.88888888888889,6.05555555555556,5.33333333333333,0.5,5.94444444444444,1,10,10,40,20,20,0,10,20,10,20,10,30,6,10,9,5,3,17,17,17,17,16,16
"160",263,0,0.333333333333333,5.94444444444444,7.11111111111111,7.55555555555556,7.27777777777778,6.44444444444444,5.94444444444444,0.777777777777778,6.77777777777778,9,10,20,20,20,10,20,10,50,5,5,5,5,8,8,8,8,5,10,30,30,5,20,5
"161",264,0,0.222222222222222,6,7,7.11111111111111,6.38888888888889,6.27777777777778,5.77777777777778,0.722222222222222,6.16666666666667,1,3,15,15,25,20,5,20,30,10,20,10,20,8,7,9,8,5,30,10,10,20,15,15
"162",265,0,0.0526315789473684,4.94736842105263,6.52631578947368,6.84210526315789,3.89473684210526,5.57894736842105,4.47368421052632,0.315789473684211,5.05263157894737,3,3,15,5,45,10,15,10,68,10,10,2,5,7,9,10,7,10,40,5,20,15,2,18
"163",266,0,0.235294117647059,7.5,7.97058823529412,7.85294117647059,7.08823529411765,6.26470588235294,6.14705882352941,0.882352941176471,7.23529411764706,2,2,25,20,20,25,0,10,39,15,20,0,6,8,8,7,7,4,30,10,10,20,20,10
"164",267,0,0,5.625,6.375,5.75,5.3125,5.25,4.75,0.25,4.75,2,2,20,30,10,15,10,15,20,20,10,20,10,7,6,7,5,7,20,20,20,10,20,10
"165",268,0,0.529411764705882,8.55882352941176,8.44117647058824,8.32352941176471,7.61764705882353,7.79411764705882,7.26470588235294,0.941176470588235,8.26470588235294,1,1,30,20,20,10,15,5,30,15,20,10,15,9,9,9,8,9,30,15,15,15,10,15
"166",269,0,0.352941176470588,7.64705882352941,7.82352941176471,8.11764705882353,7.11764705882353,7.05882352941176,6.52941176470588,0.882352941176471,7.29411764705882,4,5,20,10,30,15,15,10,30,10,30,5,10,8,8,8,6,7,30,5,20,30,5,10
"167",270,0,0.277777777777778,6.05555555555556,7.05555555555556,7.55555555555556,6.11111111111111,6.38888888888889,5.72222222222222,0.555555555555556,5.94444444444444,2,4,16,16,19,17,14,18,19,17,19,16,16,5,4,8,7,6,18,15,16,17,18,16
"168",271,0,0.111111111111111,6.55555555555556,6.11111111111111,6.05555555555556,6.11111111111111,5.72222222222222,5.16666666666667,0.5,5.75,10,9,10,15,40,15,10,10,30,30,10,10,10,9,10,9,10,10,30,10,30,10,10,10
"169",272,0,0,7.70588235294118,7,6.41176470588235,6.70588235294118,6.47058823529412,5.58823529411765,0.529411764705882,6.70588235294118,10,10,25,20,25,25,5,0,40,10,30,10,0,9,10,9,10,10,40,10,10,30,10,0
"170",273,1,0,5.7,6.65,7.4,5.45,6.35,4.9,0.3,NA,8,4,30,25,18,18,4,5,17,23,20,15,10,7,10,7,5,7,37,10,11,20,5,17
"171",274,1,0.315789473684211,5.47368421052632,6.15789473684211,6.31578947368421,5.94736842105263,6.10526315789474,4.89473684210526,0.315789473684211,5.78947368421053,3,3,30,10,20,20,10,10,10,25,25,25,5,7,7,9,10,9,40,5,10,30,10,5
"172",275,1,0.0526315789473684,6.26315789473684,6.78947368421053,7.42105263157895,5.31578947368421,6.68421052631579,4.94736842105263,0.0526315789473684,5.36842105263158,1,1,25,10,25,5,10,25,10,20,15,15,25,10,7,10,6,10,20,15,15,15,10,25
"173",276,1,0.238095238095238,5.80952380952381,6.47619047619048,7.42857142857143,6.23809523809524,6.14285714285714,5.28571428571429,0.333333333333333,6.52380952380952,7,3,24,16,28,14,8,10,25,11,18,23,5,7,6,10,7,8,25,13,11,23,13,15
"174",277,1,0.210526315789474,6.63157894736842,6.21052631578947,7.15789473684211,6.47368421052632,6.63157894736842,5.52631578947368,0.578947368421053,6.73684210526316,1,1,60,20,0,20,0,0,50,0,0,50,0,4,8,8,8,5,40,10,10,20,10,10
"175",278,1,0,4.44444444444444,6.05555555555556,6.88888888888889,5.16666666666667,6.33333333333333,4,0,5.33333333333333,1,1,25,15,20,25,10,5,25,20,25,10,5,8,8,8,8,8,25,15,20,25,10,5
"176",279,1,0.25,6.925,6.35,7.35,6.3,6.85,5.35,0.6,6.75,7,1,27,15,28,10,10,10,40,25,8,13,11,8,9,10,6,7,40,3,25,8,13,11
"177",280,1,0.210526315789474,4.94736842105263,7.10526315789474,7.94736842105263,5.47368421052632,6.10526315789474,5.10526315789474,0.263157894736842,5.89473684210526,2,1,25,20,30,15,5,5,20,30,15,15,10,5,9,8,5,6,35,20,15,10,10,10
"178",281,1,0.1,5.6,5.85,7.55,4.7,5.95,5.25,0.2,5.45,2,5,20,20,20,15,5,20,25,10,25,20,10,7,8,8,6,5,35,20,1,19,1,24
"179",282,1,0.333333333333333,6.55555555555556,7,6.83333333333333,7.22222222222222,6.44444444444444,5.33333333333333,0.388888888888889,6.27777777777778,1,1,25,15,20,20,10,10,25,20,10,20,10,7,9,7,9,10,25,15,20,10,20,10
"180",283,1,0.111111111111111,5.33333333333333,7.22222222222222,7.22222222222222,5.5,6.27777777777778,4.44444444444444,0.166666666666667,5.66666666666667,1,1,50,10,10,10,10,10,30,30,10,10,10,9,9,9,9,9,30,10,30,10,10,10
"181",284,1,0.0526315789473684,5.63157894736842,6.63157894736842,6.94736842105263,5.84210526315789,6,4.68421052631579,0.315789473684211,5.84210526315789,1,5,25,20,25,20,10,0,15,15,20,20,15,7,6,8,7,7,25,15,20,20,5,15
"182",285,1,0.0952380952380952,4.57142857142857,6.71428571428571,7,4.61904761904762,6.14285714285714,4.47619047619048,0.0952380952380952,5.38095238095238,1,1,20,20,25,25,5,5,20,25,25,5,5,8,10,10,10,8,20,20,25,25,5,5
"183",286,1,0,4.85,6.6,7,5.15,6.1,4.3,0,5.15,4,7,10,15,25,15,15,20,15,20,15,20,15,3,6,7,6,7,20,10,15,15,15,25
"184",287,1,0,4.36842105263158,4.94736842105263,6.10526315789474,4.26315789473684,6.05263157894737,4.05263157894737,0,4.10526315789474,1,1,35,40,5,5,7,8,18,10,25,7,20,7,10,7,5,10,25,25,5,25,5,15
"185",288,1,0.111111111111111,5.83333333333333,6.66666666666667,7,6,6.61111111111111,5.27777777777778,0.388888888888889,5.88888888888889,3,5,20,20,15,25,10,10,30,5,25,10,10,5,8,8,7,7,40,5,10,20,5,20
"186",289,1,0.222222222222222,5.83333333333333,7,7.05555555555556,7.16666666666667,6.61111111111111,4.94444444444444,0.5,6.55555555555556,1,2,20,30,10,20,0,20,30,15,15,20,0,4,9,8,10,8,70,5,5,20,0,0
"187",290,1,0.1,6.7,6.3,7.45,5.35,6.35,4.9,0.35,5.9,2,6,30,10,30,10,5,15,15,20,30,25,5,5,4,10,5,9,30,30,10,20,5,5
"188",291,1,0.238095238095238,5.09523809523809,7.09523809523809,8.14285714285714,6.09523809523809,7.85714285714286,5.23809523809524,0.238095238095238,6.28571428571429,5,5,20,20,15,15,12,18,30,20,20,5,10,6,9,9,7,9,30,10,10,20,10,20
"189",292,1,0.157894736842105,7.21052631578947,6.73684210526316,7.26315789473684,6.42105263157895,6.89473684210526,4.84210526315789,0.315789473684211,6.68421052631579,7,1,20,18,20,17,10,15,10,22,15,15,17,8,10,10,8,10,30,13,12,20,10,15
"190",293,1,0.0952380952380952,5.61904761904762,6.57142857142857,6.76190476190476,5.38095238095238,6.90476190476191,4.33333333333333,0.285714285714286,5.47619047619048,3,7,23,18,21,18,10,10,15,20,15,15,10,7,10,9,9,9,30,15,15,20,10,10
"191",294,0,0.0833333333333333,7.5,7.41666666666667,8,6.83333333333333,6.5,6.5,0.666666666666667,7.25,1,1,20,20,35,5,10,10,35,10,20,10,5,9,10,9,7,7,35,10,25,10,10,10
"192",295,0,0,5.36363636363636,6.63636363636364,6.54545454545455,5.45454545454545,5.54545454545455,4.81818181818182,0.181818181818182,5.54545454545455,5,7,10,18,20,16,16,20,22,14,18,8,18,7,10,8,8,8,24,16,14,18,20,8
"193",296,0,0.230769230769231,5.23076923076923,7.38461538461539,7.76923076923077,6,7.07692307692308,5.30769230769231,0.384615384615385,6.15384615384615,10,10,15,20,35,15,5,10,50,10,30,0,10,8,9,10,6,9,50,0,5,25,0,20
"194",297,0,0.333333333333333,7.08333333333333,6.91666666666667,6.41666666666667,6.58333333333333,6.08333333333333,5.5,0.666666666666667,6.91666666666667,9,8,25,25,15,15,10,10,40,10,15,10,15,8,10,8,9,9,40,10,10,15,10,15
"195",298,0,0,5.76923076923077,7,7.07692307692308,6,5.61538461538461,4.53846153846154,0.230769230769231,5.84615384615385,7,1,10,30,20,10,15,15,50,10,10,10,10,7,10,10,9,10,30,30,20,10,5,5
"196",299,0,0.0833333333333333,5.66666666666667,7.33333333333333,7.25,6.66666666666667,6,5.08333333333333,0.416666666666667,6.08333333333333,1,1,10,40,10,20,10,10,40,10,10,10,20,6,9,8,9,9,10,10,30,10,10,30
"197",300,0,0.181818181818182,5.18181818181818,6.81818181818182,7.27272727272727,5.54545454545455,5.90909090909091,5.27272727272727,0.272727272727273,5.45454545454545,1,1,15,20,25,15,15,10,40,10,20,5,20,8,9,9,9,10,15,20,20,20,15,10
"198",301,0,0.153846153846154,6.07692307692308,7.46153846153846,8,6.84615384615385,6.84615384615385,5.61538461538461,0.307692307692308,6.30769230769231,3,8,20,20,20,20,10,10,40,20,20,10,5,9,9,9,8,8,40,5,20,20,10,5
"199",302,0,0,5.07692307692308,5.46153846153846,5.69230769230769,6,5.92307692307692,5.07692307692308,0,5.07692307692308,8,7,50,5,20,10,5,10,70,5,15,0,5,8,8,8,8,10,75,5,10,5,5,0
"200",303,0,0.0833333333333333,7,6.91666666666667,7.5,6.83333333333333,6.08333333333333,6.33333333333333,0.583333333333333,7,2,1,20,25,25,10,15,5,40,15,25,5,5,8,10,8,9,6,25,15,20,20,15,5
"201",304,0,0.0769230769230769,6.53846153846154,7.38461538461539,6.61538461538461,7.30769230769231,6.07692307692308,5.15384615384615,0.307692307692308,6.61538461538461,1,10,5,20,25,25,15,10,25,20,25,5,10,6,10,8,10,8,15,10,10,15,25,25
"202",305,0,0.153846153846154,6.46153846153846,7.61538461538461,7.07692307692308,6,6,5,0.230769230769231,6,6,9,10,47,16,12,3,12,35,8,20,2,20,7,9,9,8,5,30,16,14,20,8,12
"203",306,0,0.0833333333333333,6.75,7.41666666666667,6.75,6.08333333333333,5.5,4.41666666666667,0.166666666666667,NA,6,2,16,20,19,16,18,11,22,18,18,16,13,6,9,8,8,8,22,13,18,18,16,13
"204",307,0,0.25,7.08333333333333,7.75,7.66666666666667,7.16666666666667,6.33333333333333,5.91666666666667,0.666666666666667,7.33333333333333,1,3,10,20,20,15,20,15,30,20,20,10,10,5,8,8,7,8,15,20,20,15,20,10
"205",308,1,0.0833333333333333,5.16666666666667,7.83333333333333,8.25,5.83333333333333,7.66666666666667,5.33333333333333,0.0833333333333333,6.41666666666667,7,3,17,19,18,17,11,18,15,20,15,15,15,7,10,8,8,7,19,17,18,19,11,16
"206",309,1,0.166666666666667,6.91666666666667,8.25,8.41666666666667,7.33333333333333,6.91666666666667,6.33333333333333,0.5,7.08333333333333,5,9,20,20,20,20,10,10,30,15,25,10,10,7,8,9,9,7,30,10,15,25,10,10
"207",310,1,0.0833333333333333,6.33333333333333,6.75,7.33333333333333,4.91666666666667,6.08333333333333,3.83333333333333,0.166666666666667,4.83333333333333,7,8,24,15,20,20,8,13,21,16,15,13,18,7,6,7,8,4,25,10,18,22,13,12
"208",311,1,0.0833333333333333,7.45833333333333,7.91666666666667,7.91666666666667,7.08333333333333,7.5,6.375,0.5,6.83333333333333,1,1,50,20,10,10,5,5,20,20,10,10,20,9,9,9,10,3,50,10,20,5,5,10
"209",312,1,0.0714285714285714,6.78571428571429,7.85714285714286,7.89285714285714,6.92857142857143,7.35714285714286,7.21428571428571,0.5,7,3,1,25,5,30,15,5,20,25,10,20,15,10,8,7,9,7,9,50,0,10,25,0,15
"210",313,1,0.0833333333333333,7.08333333333333,8.16666666666667,8.25,7.66666666666667,7.16666666666667,7.08333333333333,0.666666666666667,7.83333333333333,2,3,19,13,18,18,10,22,20,15,15,25,10,7,8,8,8,6,25,10,15,20,15,15
"211",314,1,0,5.53846153846154,7.69230769230769,8.23076923076923,5.92307692307692,7.76923076923077,5.30769230769231,0.0769230769230769,5.76923076923077,3,1,20,10,30,20,10,10,15,10,20,15,15,8,8,9,8,7,25,10,10,25,10,20
"212",315,1,0.166666666666667,6.29166666666667,7.58333333333333,8.33333333333333,6.33333333333333,7.33333333333333,5.625,0.333333333333333,6.58333333333333,1,4,6.67,19.05,42.86,9.52,14.29,7.62,20,20,15,20,10,6,10,8,6,7,20,15,15,15,20,15
"213",316,1,0.454545454545455,7.81818181818182,7.81818181818182,8.27272727272727,8.18181818181818,8.54545454545454,7,0.636363636363636,7.54545454545455,3,3,25,20,15,25,10,5,25,20,25,15,5,6,8,8,7,9,30,10,15,30,10,5
"214",317,1,0.25,8,7.66666666666667,7.91666666666667,8.58333333333333,7.41666666666667,6.58333333333333,0.666666666666667,7.83333333333333,1,1,50,0,20,20,0,10,20,30,30,0,20,7,3,8,8,5,40,0,20,20,0,20
"215",318,1,0,4.92307692307692,7.53846153846154,7.76923076923077,6,7.53846153846154,5.76923076923077,0.0769230769230769,6.07692307692308,1,1,40,30,10,8,2,10,20,10,25,15,10,6,10,10,6,10,5,35,35,10,15,0
"216",319,1,0.25,4.66666666666667,7.5,7.5,6.58333333333333,6.83333333333333,6.16666666666667,0.25,6,2,4,20,25,20,10,5,20,35,5,15,30,10,5,10,9,6,3,25,5,10,15,15,30
"217",320,1,0,5.5,6.75,7.58333333333333,5.66666666666667,7,5.66666666666667,0,5.58333333333333,6,8,20,16,16,16,16,16,20,10,10,20,10,8,8,9,9,7,20,10,10,10,20,10
"218",321,1,0,5.91666666666667,6.58333333333333,7.5,5.91666666666667,6.91666666666667,4.66666666666667,0.333333333333333,5.91666666666667,3,3,30,15,15,20,10,10,40,10,30,5,5,6,8,7,7,8,25,15,15,15,15,15
"219",322,0,0.25,6.625,7.125,7.25,6.625,6.75,5.125,0.25,6,2,1,2,60,15,8,5,10,40,10,10,0,10,5,9,7,8,7,30,30,20,5,5,10
"220",323,0,0.333333333333333,7.77777777777778,7.88888888888889,7.33333333333333,5.77777777777778,6.55555555555556,5.66666666666667,0.555555555555556,6.77777777777778,1,1,10,20,20,20,10,20,30,10,20,10,10,7,9,8,6,3,20,20,10,20,15,15
"221",324,0,0.375,7.25,7.375,7,7.75,6.75,7,0.375,7.125,8,3,40,10,15,20,10,5,60,5,15,5,10,9,9,9,9,8,60,5,5,15,5,10
"222",325,0,0.375,6.5,7.75,7.625,8.25,7,6.75,0.375,7.125,2,4,10,20,20,10,10,30,30,10,20,10,10,7,9,8,7,8,30,20,10,20,10,10
"223",326,0,0.222222222222222,4.88888888888889,8.22222222222222,7.11111111111111,6.66666666666667,6.55555555555556,5.77777777777778,0.222222222222222,5,5,5,15,15,15,20,20,15,25,10,25,10,15,8,9,9,6,8,20,10,10,20,20,20
"224",327,0,0,8.33333333333333,7.55555555555556,7.88888888888889,8.11111111111111,7.44444444444444,7.11111111111111,0.888888888888889,7.77777777777778,2,7,15,10,20,20,20,15,50,10,10,0,20,7,7,8,9,10,15,10,20,20,20,15
"225",328,0,0.111111111111111,7.33333333333333,7.77777777777778,7.55555555555556,7,6.88888888888889,6.22222222222222,0.555555555555556,6.55555555555556,1,1,22,12,30,25,10,1,10,20,40,10,10,7,10,10,8,10,30,5,30,5,20,10
"226",329,0,0,5,6.875,7,4.75,5.875,4.875,0.375,5.125,1,1,15,22,22,16,15,10,30,10,30,10,10,8,9,8,5,8,15,22,22,20,11,10
"227",330,0,0.111111111111111,7.55555555555556,7.22222222222222,7.88888888888889,7.44444444444444,7.33333333333333,6.11111111111111,0.555555555555556,6.44444444444444,3,3,15,25,15,20,10,15,50,5,15,5,15,8,10,7,9,9,25,10,10,25,10,20
"228",331,0,0,4.625,6.875,6.25,4.875,6,4.875,0.125,4.625,1,1,15,15,10,25,10,25,30,10,30,10,10,7,9,7,9,4,20,10,10,30,10,20
"229",332,1,0.285714285714286,4.28571428571429,8.42857142857143,8.28571428571429,6.85714285714286,6.57142857142857,3.57142857142857,0.428571428571429,5.57142857142857,1,1,60,10,10,10,5,5,50,5,30,5,5,5,10,6,6,10,50,10,5,20,5,10
"230",333,1,0.333333333333333,7.33333333333333,7.5,7.33333333333333,7.33333333333333,6.16666666666667,5.5,1,7.58333333333333,5,3,50,5,15,20,10,0,20,10,20,20,15,7,4,9,7,9,35,15,10,20,5,15
"231",334,1,0,7.125,7.375,7.625,7.875,6.625,5.625,0.625,7,1,1,40,10,15,10,10,15,20,20,20,10,20,8,7,8,8,9,25,10,15,25,10,15
"232",335,1,0.125,6.375,7.75,8.5,6.25,8.125,5.625,0.75,5.875,1,8,20,10,20,20,15,15,15,20,20,15,10,8,7,8,9,8,30,5,10,30,15,10
"233",336,1,0.125,5.75,7.5,7.625,6.875,6.5,4.75,0.375,6.25,1,5,20,15,30,10,15,10,30,20,10,15,10,5,9,7,7,9,30,15,20,10,15,10
"234",337,1,0.222222222222222,5.66666666666667,8.33333333333333,8,6.88888888888889,6.66666666666667,5.22222222222222,0.333333333333333,6.22222222222222,1,1,17,17,17,17,16,16,16,17,17,17,16,6,6,6,6,6,20,16,16,16,16,16
"235",338,1,0.125,4.5,7.25,7.625,5.25,7.375,3.5,0.25,4.625,1,1,10,20,25,20,20,5,25,20,25,10,10,7,9,9,7,10,25,5,20,25,10,15
"236",339,1,0.375,6.875,7.5,7.5,7.75,7.25,6,0.75,7.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
